GeneModel	Coverage	Integrity
PdomMRNAr1.2-06376.1	0.98	0.67
PdomMRNAr1.2-06377.1	1	0.83
PdomMRNAr1.2-06378.1	1	0.3
PdomMRNAr1.2-06379.1	1	0.92
PdomMRNAr1.2-06380.1	0.95	0.54
PdomMRNAr1.2-06381.1	0.82	0.25
PdomMRNAr1.2-06382.1	0.85	0.58
PdomMRNAr1.2-06383.1	0.73	0.65
PdomMRNAr1.2-06384.1	1	0.91
PdomMRNAr1.2-06385.1	1	0.9
PdomMRNAr1.2-06386.1	0.84	0.4
PdomMRNAr1.2-06387.1	1	0.5
PdomMRNAr1.2-06388.1	1	0.3
PdomMRNAr1.2-06389.1	1	0.7
PdomMRNAr1.2-06390.1	0.79	0.24
PdomMRNAr1.2-06391.1	0.3	0.09
PdomMRNAr1.2-06392.1	1	0.3
PdomMRNAr1.2-06393.1	0.95	0.44
PdomMRNAr1.2-06394.1	0.9	0.27
PdomMRNAr1.2-06395.1	1	0.93
PdomMRNAr1.2-06396.1	1	0.95
PdomMRNAr1.2-06397.1	1	0.91
PdomMRNAr1.2-06398.1	1	0.93
PdomMRNAr1.2-06399.1	1	0.92
PdomMRNAr1.2-06400.1	0.73	0.22
PdomMRNAr1.2-06401.1	0	NULL
PdomMRNAr1.2-06402.1	1	1
PdomMRNAr1.2-06404.1	1	1
PdomMRNAr1.2-06405.1	1	0.3
PdomMRNAr1.2-06406.1	0.04	0.01
PdomMRNAr1.2-06407.1	1	0.95
PdomMRNAr1.2-06408.1	0.91	0.97
PdomMRNAr1.2-06409.1	1	1
PdomMRNAr1.2-06410.1	0.73	0.74
PdomMRNAr1.2-06411.1	1	0.95
PdomMRNAr1.2-06412.1	0	NULL
PdomMRNAr1.2-06413.1	1	0.36
PdomMRNAr1.2-06414.1	1	0.3
PdomMRNAr1.2-06415.1	0.91	0.27
PdomMRNAr1.2-06416.1	0.71	0.31
PdomMRNAr1.2-06417.1	0.6	0.48
PdomMRNAr1.2-06418.1	1	1
PdomMRNAr1.2-06420.1	1	0.95
PdomMRNAr1.2-06421.1	0.71	0.28
PdomMRNAr1.2-06422.1	1	0.9
PdomMRNAr1.2-06423.1	1	1
PdomMRNAr1.2-06424.1	0.1	0.03
PdomMRNAr1.2-06425.1	1	0.96
PdomMRNAr1.2-06426.1	0	0
PdomMRNAr1.2-06427.1	0.07	0.02
PdomMRNAr1.2-06428.1	1	0.97
PdomMRNAr1.2-06429.1	1	0.95
PdomMRNAr1.2-06430.1	1	0.95
PdomMRNAr1.2-06431.1	1	0.95
PdomMRNAr1.2-06432.1	1	0.99
PdomMRNAr1.2-06433.1	1	0.97
PdomMRNAr1.2-06434.1	1	0.9
PdomMRNAr1.2-06435.1	1	0.99
PdomMRNAr1.2-06436.1	1	0.3
PdomMRNAr1.2-06437.1	0.29	0.09
PdomMRNAr1.2-06438.1	0.88	0.7
PdomMRNAr1.2-06439.1	1	0.97
PdomMRNAr1.2-06440.1	0.03	0.01
PdomMRNAr1.2-06441.1	1	1
PdomMRNAr1.2-06442.1	1	0.95
PdomMRNAr1.2-06443.1	1	0.86
PdomMRNAr1.2-06444.1	1	0.93
PdomMRNAr1.2-06445.1	1	1
PdomMRNAr1.2-06446.1	1	1
PdomMRNAr1.2-06447.1	0.86	0.96
PdomMRNAr1.2-06448.1	1	1
PdomMRNAr1.2-06449.1	1	0.93
PdomMRNAr1.2-06450.1	1	1
PdomMRNAr1.2-06451.1	0.94	0.88
PdomMRNAr1.2-06452.1	1	0.85
PdomMRNAr1.2-06453.1	1	0.97
PdomMRNAr1.2-06454.1	0	NULL
PdomMRNAr1.2-06455.1	0	NULL
PdomMRNAr1.2-06457.1	0.89	0.27
PdomMRNAr1.2-06458.1	1	0.96
PdomMRNAr1.2-06459.1	0	NULL
PdomMRNAr1.2-06460.1	1	1
PdomMRNAr1.2-06461.1	0	NULL
PdomMRNAr1.2-06462.1	1	0.97
PdomMRNAr1.2-06463.1	1	0.73
PdomMRNAr1.2-06464.1	0.95	0.44
PdomMRNAr1.2-06465.1	1	0.86
PdomMRNAr1.2-06466.1	1	0.77
PdomMRNAr1.2-06467.1	0.86	0.88
PdomMRNAr1.2-06468.1	1	0.9
PdomMRNAr1.2-06469.1	0.95	0.93
PdomMRNAr1.2-06470.1	1	0.93
PdomMRNAr1.2-06471.1	0.97	0.68
PdomMRNAr1.2-06472.1	1	0.3
PdomMRNAr1.2-06473.1	0.05	0.01
PdomMRNAr1.2-06474.1	1	0.95
PdomMRNAr1.2-06475.1	1	1
PdomMRNAr1.2-06476.1	0.98	0.29
PdomMRNAr1.2-06477.1	0.16	0.05
PdomMRNAr1.2-06478.1	1	0.9
PdomMRNAr1.2-06479.1	0.87	0.31
PdomMRNAr1.2-06480.1	0.99	0.85
PdomMRNAr1.2-06481.1	1	1
PdomMRNAr1.2-06482.1	0.48	0.26
PdomMRNAr1.2-06483.1	0.34	0.1
PdomMRNAr1.2-06484.1	1	1
PdomMRNAr1.2-06485.1	0.38	0.12
PdomMRNAr1.2-06486.1	1	0.94
PdomMRNAr1.2-06487.1	1	0.9
PdomMRNAr1.2-06488.1	1	1
PdomMRNAr1.2-06489.1	1	0.68
PdomMRNAr1.2-06490.1	1	0.9
PdomMRNAr1.2-06491.1	1	0.77
PdomMRNAr1.2-06492.1	0	NULL
PdomMRNAr1.2-06493.1	0	NULL
PdomMRNAr1.2-06494.1	0.99	0.95
PdomMRNAr1.2-06495.1	0.28	0.08
PdomMRNAr1.2-06496.1	1	0.77
PdomMRNAr1.2-06497.1	1	0.95
PdomMRNAr1.2-06498.1	0.98	0.97
PdomMRNAr1.2-06499.1	1	1
PdomMRNAr1.2-06501.1	1	0.3
PdomMRNAr1.2-06502.1	0	NULL
PdomMRNAr1.2-06503.1	1	0.97
PdomMRNAr1.2-06504.1	0.5	0.15
PdomMRNAr1.2-06505.1	1	0.85
PdomMRNAr1.2-06506.1	1	0.95
PdomMRNAr1.2-06507.1	1	0.76
PdomMRNAr1.2-06508.1	1	0.96
PdomMRNAr1.2-06509.1	0.38	0.12
PdomMRNAr1.2-06510.1	1	1
PdomMRNAr1.2-06511.1	1	0.64
PdomMRNAr1.2-06512.1	1	0.66
PdomMRNAr1.2-06513.1	1	0.95
PdomMRNAr1.2-06514.1	0.07	0.02
PdomMRNAr1.2-06515.1	1	0.93
PdomMRNAr1.2-06516.1	1	0.61
PdomMRNAr1.2-06517.1	0	NULL
PdomMRNAr1.2-06519.1	1	0.68
PdomMRNAr1.2-06520.1	1	1
PdomMRNAr1.2-06521.1	0.98	0.74
PdomMRNAr1.2-06522.1	1	0.8
PdomMRNAr1.2-06523.1	0.39	0.12
PdomMRNAr1.2-06524.1	0.97	0.62
PdomMRNAr1.2-06525.1	1	0.83
PdomMRNAr1.2-06526.1	1	0.89
PdomMRNAr1.2-06527.1	0.98	0.94
PdomMRNAr1.2-06528.1	0.94	0.48
PdomMRNAr1.2-06529.1	0.97	0.29
PdomMRNAr1.2-06530.1	0.96	0.29
PdomMRNAr1.2-06531.1	1	0.98
PdomMRNAr1.2-06532.1	1	0.9
PdomMRNAr1.2-06533.1	1	0.89
PdomMRNAr1.2-06534.1	0.96	0.29
PdomMRNAr1.2-06535.1	0	NULL
PdomMRNAr1.2-06536.1	0	NULL
PdomMRNAr1.2-06537.1	0	NULL
PdomMRNAr1.2-06538.1	0	NULL
PdomMRNAr1.2-06539.1	1	0.8
PdomMRNAr1.2-06540.1	1	0.9
PdomMRNAr1.2-06541.1	0.01	0
PdomMRNAr1.2-06542.1	0.82	0.25
PdomMRNAr1.2-06543.1	1	0.66
PdomMRNAr1.2-06544.1	0	NULL
PdomMRNAr1.2-06545.1	0.98	0.76
PdomMRNAr1.2-06546.1	0.51	0.5
PdomMRNAr1.2-06547.1	1	1
PdomMRNAr1.2-06548.1	0.99	0.82
PdomMRNAr1.2-06549.1	1	0.65
PdomMRNAr1.2-06550.1	1	0.95
PdomMRNAr1.2-06552.1	1	1
PdomMRNAr1.2-06553.1	0.4	0.42
PdomMRNAr1.2-06554.1	1	0.96
PdomMRNAr1.2-06555.1	0.27	0.08
PdomMRNAr1.2-06556.1	1	0.96
PdomMRNAr1.2-06557.1	1	1
PdomMRNAr1.2-06558.1	0	NULL
PdomMRNAr1.2-06559.1	1	1
PdomMRNAr1.2-06560.1	0.85	0.45
PdomMRNAr1.2-06561.1	1	1
PdomMRNAr1.2-06562.1	0.99	0.3
PdomMRNAr1.2-06563.1	1	0.93
PdomMRNAr1.2-06564.1	1	1
PdomMRNAr1.2-06565.1	1	0.96
PdomMRNAr1.2-06566.1	1	0.9
PdomMRNAr1.2-06567.1	0.96	0.78
PdomMRNAr1.2-06568.1	0	NULL
PdomMRNAr1.2-06569.1	0.25	0.08
PdomMRNAr1.2-06570.1	1	1
PdomMRNAr1.2-06571.1	1	1
PdomMRNAr1.2-06572.1	0	NULL
PdomMRNAr1.2-06573.1	0.78	0.29
PdomMRNAr1.2-06574.1	1	0.7
PdomMRNAr1.2-06575.1	1	0.89
PdomMRNAr1.2-06576.1	0.86	0.61
PdomMRNAr1.2-06577.1	0	0
PdomMRNAr1.2-06578.1	0	NULL
PdomMRNAr1.2-06579.1	0	NULL
PdomMRNAr1.2-06580.1	0.95	0.81
PdomMRNAr1.2-06581.1	1	0.95
PdomMRNAr1.2-06582.1	1	1
PdomMRNAr1.2-06583.1	1	0.9
PdomMRNAr1.2-06584.1	1	0.98
PdomMRNAr1.2-06585.1	0.54	0.63
PdomMRNAr1.2-06586.1	1	0.95
PdomMRNAr1.2-06587.1	0.54	0.63
PdomMRNAr1.2-06588.1	0.74	0.82
PdomMRNAr1.2-06589.1	1	1
PdomMRNAr1.2-06590.1	1	0.87
PdomMRNAr1.2-06591.1	1	0.75
PdomMRNAr1.2-06592.1	1	0.9
PdomMRNAr1.2-06593.1	1	0.3
PdomMRNAr1.2-06594.1	0.79	0.89
PdomMRNAr1.2-06595.1	0.97	0.54
PdomMRNAr1.2-06596.1	1	0.95
PdomMRNAr1.2-06597.1	0.98	0.95
PdomMRNAr1.2-06598.1	1	0.62
PdomMRNAr1.2-06599.1	1	0.69
PdomMRNAr1.2-06600.1	1	1
PdomMRNAr1.2-06601.1	1	0.53
PdomMRNAr1.2-06602.1	1	0.88
PdomMRNAr1.2-06603.1	1	0.88
PdomMRNAr1.2-06604.1	1	1
PdomMRNAr1.2-06605.1	0.02	0
PdomMRNAr1.2-06606.1	1	0.35
PdomMRNAr1.2-06607.1	1	0.88
PdomMRNAr1.2-06608.1	0.84	0.25
PdomMRNAr1.2-06609.1	0.1	0.03
PdomMRNAr1.2-06610.1	0	0
PdomMRNAr1.2-06612.1	1	0.93
PdomMRNAr1.2-06613.1	1	0.79
PdomMRNAr1.2-06614.1	1	0.97
PdomMRNAr1.2-06615.1	1	0.95
PdomMRNAr1.2-06616.1	1	0.3
PdomMRNAr1.2-06617.1	0.88	0.26
PdomMRNAr1.2-06618.1	1	0.95
PdomMRNAr1.2-06619.1	0.67	0.25
PdomMRNAr1.2-06620.1	0.57	0.17
PdomMRNAr1.2-06621.1	1	1
PdomMRNAr1.2-06622.1	0	0
PdomMRNAr1.2-06623.1	1	0.7
PdomMRNAr1.2-06624.1	0.81	0.24
PdomMRNAr1.2-06625.1	0.92	0.28
PdomMRNAr1.2-06626.1	1	0.95
PdomMRNAr1.2-06627.1	0.95	0.28
PdomMRNAr1.2-06628.1	0.97	0.29
PdomMRNAr1.2-06629.1	1	1
PdomMRNAr1.2-06630.1	1	1
PdomMRNAr1.2-06631.1	0	NULL
PdomMRNAr1.2-06632.1	0	NULL
PdomMRNAr1.2-06633.1	1	0.73
PdomMRNAr1.2-06634.1	0.9	0.27
PdomMRNAr1.2-06635.1	1	1
PdomMRNAr1.2-06636.1	1	1
PdomMRNAr1.2-06637.1	1	1
PdomMRNAr1.2-06638.1	0.3	0.09
PdomMRNAr1.2-06639.1	1	1
PdomMRNAr1.2-06640.1	0.79	0.86
PdomMRNAr1.2-06641.1	1	0.65
PdomMRNAr1.2-06642.1	1	0.94
PdomMRNAr1.2-06643.1	0.91	0.27
PdomMRNAr1.2-06644.1	0.77	0.68
PdomMRNAr1.2-06645.1	0.21	0.06
PdomMRNAr1.2-06646.1	1	0.96
PdomMRNAr1.2-06647.1	1	0.95
PdomMRNAr1.2-06648.1	1	1
PdomMRNAr1.2-06649.1	1	0.3
PdomMRNAr1.2-06650.1	1	0.95
PdomMRNAr1.2-06653.1	0.03	0.01
PdomMRNAr1.2-06654.1	0.93	0.9
PdomMRNAr1.2-06655.1	0.73	0.75
PdomMRNAr1.2-06656.1	1	1
PdomMRNAr1.2-06657.1	0	NULL
PdomMRNAr1.2-06658.1	0	NULL
PdomMRNAr1.2-06659.1	1	0.95
PdomMRNAr1.2-06660.1	1	0.95
PdomMRNAr1.2-06661.1	0.94	0.73
PdomMRNAr1.2-06662.1	1	0.9
PdomMRNAr1.2-06663.1	1	1
PdomMRNAr1.2-06664.1	1	0.85
PdomMRNAr1.2-06665.1	0.8	0.44
PdomMRNAr1.2-06666.1	1	1
PdomMRNAr1.2-06667.1	0.17	0.05
PdomMRNAr1.2-06668.1	0.84	0.25
PdomMRNAr1.2-06669.1	0.81	0.24
PdomMRNAr1.2-06670.1	1	1
PdomMRNAr1.2-06671.1	1	1
PdomMRNAr1.2-06672.1	0.83	0.3
PdomMRNAr1.2-06673.1	0.54	0.42
PdomMRNAr1.2-06674.1	1	0.85
PdomMRNAr1.2-06675.1	1	1
PdomMRNAr1.2-06676.1	1	0.6
PdomMRNAr1.2-06677.1	1	0.95
PdomMRNAr1.2-06678.1	1	0.95
PdomMRNAr1.2-06679.1	0.99	0.6
PdomMRNAr1.2-06680.1	1	1
PdomMRNAr1.2-06681.1	0.42	0.13
PdomMRNAr1.2-06682.1	0.96	0.29
PdomMRNAr1.2-06683.1	0.34	0.3
PdomMRNAr1.2-06684.1	1	0.8
PdomMRNAr1.2-06685.1	0	NULL
PdomMRNAr1.2-06686.1	1	0.96
PdomMRNAr1.2-06687.1	1	1
PdomMRNAr1.2-06688.1	1	1
PdomMRNAr1.2-06689.1	0	0
PdomMRNAr1.2-06690.1	0	NULL
PdomMRNAr1.2-06691.1	1	0.95
PdomMRNAr1.2-06692.1	1	0.35
PdomMRNAr1.2-06693.1	0.49	0.15
PdomMRNAr1.2-06694.1	1	0.98
PdomMRNAr1.2-06695.1	0.01	0
PdomMRNAr1.2-06696.1	1	1
PdomMRNAr1.2-06697.1	0.58	0.35
PdomMRNAr1.2-06698.1	0	NULL
PdomMRNAr1.2-06699.1	1	1
PdomMRNAr1.2-06700.1	1	0.35
PdomMRNAr1.2-06701.1	0.49	0.25
PdomMRNAr1.2-06702.1	0.21	0.06
PdomMRNAr1.2-06703.1	1	1
PdomMRNAr1.2-06704.1	1	0.7
PdomMRNAr1.2-06705.1	0.99	0.95
PdomMRNAr1.2-06706.1	1	0.78
PdomMRNAr1.2-06707.1	1	0.9
PdomMRNAr1.2-06708.1	1	0.9
PdomMRNAr1.2-06710.1	0.68	0.64
PdomMRNAr1.2-06711.1	0.88	0.91
PdomMRNAr1.2-06712.1	0.6	0.18
PdomMRNAr1.2-06713.1	1	0.3
PdomMRNAr1.2-06716.1	1	1
PdomMRNAr1.2-06717.1	1	0.9
PdomMRNAr1.2-06718.1	1	0.95
PdomMRNAr1.2-06719.1	0.52	0.16
PdomMRNAr1.2-06720.1	0.26	0.08
PdomMRNAr1.2-06721.1	1	0.8
PdomMRNAr1.2-06722.1	0.63	0.19
PdomMRNAr1.2-06723.1	0.93	0.28
PdomMRNAr1.2-06724.1	1	1
PdomMRNAr1.2-06725.1	0.98	0.29
PdomMRNAr1.2-06726.1	0	NULL
PdomMRNAr1.2-06727.1	1	1
PdomMRNAr1.2-06728.1	1	1
PdomMRNAr1.2-06729.1	1	0.3
PdomMRNAr1.2-06730.1	1	0.96
PdomMRNAr1.2-06731.1	0.99	0.3
PdomMRNAr1.2-06732.1	1	0.3
PdomMRNAr1.2-06733.1	1	0.75
PdomMRNAr1.2-06734.1	1	0.9
PdomMRNAr1.2-06735.1	1	0.96
PdomMRNAr1.2-06736.1	0.92	0.64
PdomMRNAr1.2-06737.1	0.4	0.12
PdomMRNAr1.2-06738.1	0	NULL
PdomMRNAr1.2-06739.1	0	0
PdomMRNAr1.2-06740.1	1	0.98
PdomMRNAr1.2-06741.1	1	0.92
PdomMRNAr1.2-06742.1	1	0.93
PdomMRNAr1.2-06743.1	1	0.99
PdomMRNAr1.2-06744.1	0.92	0.28
PdomMRNAr1.2-06745.1	1	0.93
PdomMRNAr1.2-06746.1	1	0.79
PdomMRNAr1.2-06747.1	1	0.88
PdomMRNAr1.2-06748.1	1	0.9
PdomMRNAr1.2-06749.1	0.44	0.13
PdomMRNAr1.2-06750.1	0.94	0.88
PdomMRNAr1.2-06753.1	1	0.9
PdomMRNAr1.2-06754.1	0.77	0.71
PdomMRNAr1.2-06755.1	1	1
PdomMRNAr1.2-06756.1	1	0.97
PdomMRNAr1.2-06757.1	0.98	0.74
PdomMRNAr1.2-06758.1	0.95	0.91
PdomMRNAr1.2-06759.1	0.82	0.25
PdomMRNAr1.2-06760.1	1	0.9
PdomMRNAr1.2-06761.1	0	NULL
PdomMRNAr1.2-06762.1	1	1
PdomMRNAr1.2-06763.1	1	0.9
PdomMRNAr1.2-06764.1	1	1
PdomMRNAr1.2-06765.1	0.53	0.47
PdomMRNAr1.2-06766.1	1	1
PdomMRNAr1.2-06767.1	0.97	0.51
PdomMRNAr1.2-06768.1	0.91	0.54
PdomMRNAr1.2-06769.1	0.97	0.72
PdomMRNAr1.2-06770.1	1	0.81
PdomMRNAr1.2-06772.1	1	0.91
PdomMRNAr1.2-06773.1	1	0.6
PdomMRNAr1.2-06774.1	0.29	0.09
PdomMRNAr1.2-06775.1	0	NULL
PdomMRNAr1.2-06776.1	1	0.95
PdomMRNAr1.2-06777.1	1	1
PdomMRNAr1.2-06778.1	1	1
PdomMRNAr1.2-06779.1	1	0.91
PdomMRNAr1.2-06780.1	0	NULL
PdomMRNAr1.2-06781.1	1	1
PdomMRNAr1.2-06782.1	1	0.3
PdomMRNAr1.2-06783.1	1	0.95
PdomMRNAr1.2-06784.1	0	NULL
PdomMRNAr1.2-06785.1	1	1
PdomMRNAr1.2-06786.1	1	0.88
PdomMRNAr1.2-06787.1	0.97	0.59
PdomMRNAr1.2-06788.1	1	1
PdomMRNAr1.2-06789.1	1	1
PdomMRNAr1.2-06790.1	1	0.92
PdomMRNAr1.2-06791.1	1	0.98
PdomMRNAr1.2-06792.1	0.99	0.8
PdomMRNAr1.2-06793.1	1	1
PdomMRNAr1.2-06794.1	1	0.88
PdomMRNAr1.2-06795.1	1	0.4
PdomMRNAr1.2-06796.1	1	0.99
PdomMRNAr1.2-06797.1	0	0
PdomMRNAr1.2-06798.1	1	0.77
PdomMRNAr1.2-06799.1	1	0.98
PdomMRNAr1.2-06800.1	0.99	0.75
PdomMRNAr1.2-06802.1	0	NULL
PdomMRNAr1.2-06804.1	1	0.5
PdomMRNAr1.2-06805.1	0.66	0.2
PdomMRNAr1.2-06806.1	0.97	0.99
PdomMRNAr1.2-06807.1	1	0.99
PdomMRNAr1.2-06808.1	1	0.95
PdomMRNAr1.2-06809.1	1	0.3
PdomMRNAr1.2-06810.1	0.07	0.02
PdomMRNAr1.2-06811.1	0.19	0.06
PdomMRNAr1.2-06812.1	1	1
PdomMRNAr1.2-06813.1	1	0.3
PdomMRNAr1.2-06814.1	0.43	0.34
PdomMRNAr1.2-06815.1	1	0.98
PdomMRNAr1.2-06816.1	0.96	0.74
PdomMRNAr1.2-06817.1	0.91	0.79
PdomMRNAr1.2-06818.1	1	0.98
PdomMRNAr1.2-06819.1	0.95	0.85
PdomMRNAr1.2-06820.1	1	0.95
PdomMRNAr1.2-06821.1	1	0.93
PdomMRNAr1.2-06822.1	1	1
PdomMRNAr1.2-06823.1	1	0.98
PdomMRNAr1.2-06824.1	0	NULL
PdomMRNAr1.2-06825.1	0.11	0.03
PdomMRNAr1.2-06826.1	1	1
PdomMRNAr1.2-06827.1	1	0.65
PdomMRNAr1.2-06828.1	1	0.95
PdomMRNAr1.2-06829.1	0.82	0.61
PdomMRNAr1.2-06830.1	0.81	0.24
PdomMRNAr1.2-06831.1	1	0.97
PdomMRNAr1.2-06832.1	1	1
PdomMRNAr1.2-06833.1	0.19	0.06
PdomMRNAr1.2-06834.1	1	1
PdomMRNAr1.2-06835.1	1	0.96
PdomMRNAr1.2-06836.1	0.99	0.7
PdomMRNAr1.2-06837.1	1	0.9
PdomMRNAr1.2-06838.1	1	0.98
PdomMRNAr1.2-06839.1	1	0.9
PdomMRNAr1.2-06840.1	0.07	0.02
PdomMRNAr1.2-06841.1	0	NULL
PdomMRNAr1.2-06842.1	0	NULL
PdomMRNAr1.2-06843.1	0.02	0.01
PdomMRNAr1.2-06844.1	0.52	0.26
PdomMRNAr1.2-06845.1	1	1
PdomMRNAr1.2-06846.1	1	1
PdomMRNAr1.2-06847.1	1	0.6
PdomMRNAr1.2-06848.1	0.83	0.55
PdomMRNAr1.2-06849.1	1	1
PdomMRNAr1.2-06850.1	0.96	0.91
PdomMRNAr1.2-06851.1	1	0.97
PdomMRNAr1.2-06852.1	0.92	0.43
PdomMRNAr1.2-06853.1	1	0.95
PdomMRNAr1.2-06854.1	1	0.91
PdomMRNAr1.2-06855.1	1	1
PdomMRNAr1.2-06856.1	1	0.9
PdomMRNAr1.2-06857.1	0	NULL
PdomMRNAr1.2-06858.1	1	0.3
PdomMRNAr1.2-06859.1	1	1
PdomMRNAr1.2-06860.1	0.71	0.51
PdomMRNAr1.2-06861.1	0.99	0.91
PdomMRNAr1.2-06862.1	1	0.84
PdomMRNAr1.2-06863.1	0.99	0.8
PdomMRNAr1.2-06864.1	0.37	0.11
PdomMRNAr1.2-06865.1	1	1
PdomMRNAr1.2-06866.1	0.46	0.29
PdomMRNAr1.2-06867.1	1	1
PdomMRNAr1.2-06868.1	0.87	0.79
PdomMRNAr1.2-06869.1	1	0.9
PdomMRNAr1.2-06871.1	0.74	0.69
PdomMRNAr1.2-06872.1	1	0.75
PdomMRNAr1.2-06873.1	0	NULL
PdomMRNAr1.2-06874.1	1	0.95
PdomMRNAr1.2-06875.1	1	0.99
PdomMRNAr1.2-06876.1	0.95	0.83
PdomMRNAr1.2-06877.1	1	0.95
PdomMRNAr1.2-06878.1	0.98	0.35
PdomMRNAr1.2-06879.1	1	0.65
PdomMRNAr1.2-06880.1	1	0.96
PdomMRNAr1.2-06881.1	0	0
PdomMRNAr1.2-06882.1	0.88	0.6
PdomMRNAr1.2-06883.1	0.07	0.02
PdomMRNAr1.2-06885.1	1	1
PdomMRNAr1.2-06886.1	0.03	0.01
PdomMRNAr1.2-06887.1	1	0.95
PdomMRNAr1.2-06888.1	1	0.96
PdomMRNAr1.2-06889.1	1	0.77
PdomMRNAr1.2-06890.1	0.94	0.88
PdomMRNAr1.2-06891.1	1	0.9
PdomMRNAr1.2-06892.1	1	1
PdomMRNAr1.2-06893.1	1	0.3
PdomMRNAr1.2-06894.1	1	1
PdomMRNAr1.2-06895.1	0.98	0.34
PdomMRNAr1.2-06896.1	1	0.3
PdomMRNAr1.2-06897.1	1	0.3
PdomMRNAr1.2-06898.1	1	1
PdomMRNAr1.2-06899.1	1	0.35
PdomMRNAr1.2-06900.1	1	1
PdomMRNAr1.2-06902.1	1	1
PdomMRNAr1.2-06903.1	0.96	0.82
PdomMRNAr1.2-06904.1	0.99	0.9
PdomMRNAr1.2-06906.1	0	NULL
PdomMRNAr1.2-06907.1	0	NULL
PdomMRNAr1.2-06908.1	1	1
PdomMRNAr1.2-06909.1	1	1
PdomMRNAr1.2-06910.1	1	0.82
PdomMRNAr1.2-06911.1	1	0.95
PdomMRNAr1.2-06912.1	1	0.75
PdomMRNAr1.2-06913.1	0	NULL
PdomMRNAr1.2-06914.1	1	0.75
PdomMRNAr1.2-06915.1	1	1
PdomMRNAr1.2-06916.1	0.9	0.27
PdomMRNAr1.2-06917.1	1	0.95
PdomMRNAr1.2-06918.1	0.18	0.05
PdomMRNAr1.2-06919.1	0.09	0.03
PdomMRNAr1.2-06920.1	1	1
PdomMRNAr1.2-06921.1	1	1
PdomMRNAr1.2-06922.1	0.03	0.01
PdomMRNAr1.2-06923.1	0.64	0.89
PdomMRNAr1.2-06924.1	0.74	0.85
PdomMRNAr1.2-06925.1	1	1
PdomMRNAr1.2-06926.1	1	0.99
PdomMRNAr1.2-06927.1	1	0.99
PdomMRNAr1.2-06928.1	1	0.73
PdomMRNAr1.2-06929.1	1	1
PdomMRNAr1.2-06930.1	1	0.97
PdomMRNAr1.2-06931.1	1	0.87
PdomMRNAr1.2-06932.1	1	0.9
PdomMRNAr1.2-06933.1	1	0.9
PdomMRNAr1.2-06934.1	1	0.88
PdomMRNAr1.2-06936.1	0.97	0.49
PdomMRNAr1.2-06937.1	1	0.95
PdomMRNAr1.2-06938.1	1	1
PdomMRNAr1.2-06939.1	1	1
PdomMRNAr1.2-06940.1	1	0.75
PdomMRNAr1.2-06941.1	1	1
PdomMRNAr1.2-06942.1	1	1
PdomMRNAr1.2-06943.1	0	NULL
PdomMRNAr1.2-06944.1	0.68	0.2
PdomMRNAr1.2-06945.1	1	0.3
PdomMRNAr1.2-06946.1	0.91	0.27
PdomMRNAr1.2-06947.1	1	0.36
PdomMRNAr1.2-06948.1	0.5	0.15
PdomMRNAr1.2-06949.1	1	0.99
PdomMRNAr1.2-06950.1	0.95	0.77
PdomMRNAr1.2-06951.1	1	0.94
PdomMRNAr1.2-06952.1	1	0.96
PdomMRNAr1.2-06953.1	0.09	0.03
PdomMRNAr1.2-06954.1	1	0.7
PdomMRNAr1.2-06956.1	0.27	0.08
PdomMRNAr1.2-06957.1	1	0.7
PdomMRNAr1.2-06958.1	1	0.85
PdomMRNAr1.2-06959.1	1	0.95
PdomMRNAr1.2-06960.1	1	0.95
PdomMRNAr1.2-06961.1	1	1
PdomMRNAr1.2-06962.1	1	0.6
PdomMRNAr1.2-06963.1	1	0.96
PdomMRNAr1.2-06964.1	1	0.62
PdomMRNAr1.2-06965.1	0.42	0.12
PdomMRNAr1.2-06966.1	0	NULL
PdomMRNAr1.2-06967.1	0.95	0.29
PdomMRNAr1.2-06968.1	1	0.3
PdomMRNAr1.2-06969.1	0.9	0.31
PdomMRNAr1.2-06970.1	0.91	0.27
PdomMRNAr1.2-06971.1	1	0.95
PdomMRNAr1.2-06972.1	1	0.83
PdomMRNAr1.2-06973.1	0.95	0.36
PdomMRNAr1.2-06974.1	1	0.76
PdomMRNAr1.2-06975.1	0.97	0.54
PdomMRNAr1.2-06976.1	1	0.95
PdomMRNAr1.2-06977.1	1	0.9
PdomMRNAr1.2-06978.1	1	0.97
PdomMRNAr1.2-06979.1	1	1
PdomMRNAr1.2-06980.1	0.25	0.08
PdomMRNAr1.2-06981.1	1	0.94
PdomMRNAr1.2-06982.1	1	0.85
PdomMRNAr1.2-06983.1	1	0.95
PdomMRNAr1.2-06984.1	1	0.52
PdomMRNAr1.2-06985.1	1	0.93
PdomMRNAr1.2-06986.1	0.46	0.14
PdomMRNAr1.2-06987.1	1	0.91
PdomMRNAr1.2-06988.1	0.11	0.03
PdomMRNAr1.2-06989.1	0	NULL
PdomMRNAr1.2-06990.1	0.87	0.66
PdomMRNAr1.2-06991.1	1	1
PdomMRNAr1.2-06992.1	1	1
PdomMRNAr1.2-06993.1	0.98	0.64
PdomMRNAr1.2-06994.1	1	0.93
PdomMRNAr1.2-06997.1	1	0.92
PdomMRNAr1.2-06998.1	1	0.97
PdomMRNAr1.2-06999.1	1	0.7
PdomMRNAr1.2-07000.1	0.22	0.06
